agent_id,condition,rating
Agent_0324,intentional,7
Agent_0325,intentional,7
Agent_0326,intentional,7
Agent_0327,intentional,7
Agent_0328,intentional,7
Agent_0329,intentional,7
Agent_0330,intentional,7
Agent_0331,intentional,7
Agent_0332,intentional,7
Agent_0333,intentional,7
Agent_0334,intentional,7
Agent_0335,intentional,7
Agent_0336,intentional,7
Agent_0337,intentional,7
Agent_0338,intentional,7
Agent_0339,intentional,7
Agent_0340,intentional,7
Agent_0341,intentional,7
Agent_0342,intentional,7
Agent_0343,intentional,7
Agent_0344,intentional,7
Agent_0345,intentional,7
Agent_0346,intentional,7
Agent_0347,intentional,7
Agent_0348,intentional,7
Agent_0349,intentional,7
Agent_0350,intentional,7
Agent_0351,intentional,7
Agent_0352,intentional,7
Agent_0353,intentional,7
Agent_0354,intentional,7
Agent_0355,intentional,7
Agent_0356,intentional,7
Agent_0357,intentional,7
Agent_0358,intentional,7
Agent_0359,intentional,7
Agent_0360,intentional,7
Agent_0361,intentional,7
Agent_0362,intentional,7
Agent_0363,intentional,7
Agent_0364,intentional,7
Agent_0365,intentional,7
Agent_0366,intentional,7
Agent_0367,intentional,7
Agent_0368,intentional,7
Agent_0369,intentional,7
Agent_0370,intentional,7
Agent_0371,intentional,7
Agent_0372,intentional,7
Agent_0373,intentional,7
Agent_0374,intentional,7
Agent_0375,intentional,7
Agent_0376,intentional,7
Agent_0377,intentional,7
Agent_0378,intentional,7
Agent_0379,intentional,7
Agent_0380,intentional,7
Agent_0381,intentional,7
Agent_0382,intentional,7
Agent_0383,intentional,7
Agent_0384,intentional,7
Agent_0385,intentional,7
Agent_0386,intentional,7
Agent_0387,intentional,7
Agent_0388,intentional,7
Agent_0389,intentional,7
Agent_0390,intentional,7
Agent_0391,intentional,7
Agent_0392,intentional,7
Agent_0393,intentional,7
Agent_0394,intentional,7
Agent_0395,intentional,7
Agent_0396,intentional,7
Agent_0397,intentional,7
Agent_0398,intentional,7
Agent_0399,intentional,7
Agent_0400,intentional,7
Agent_0401,intentional,7
Agent_0402,intentional,7
Agent_0403,intentional,7
Agent_0404,intentional,7
Agent_0405,intentional,7
Agent_0406,intentional,7
Agent_0407,intentional,7
Agent_0408,intentional,7
Agent_0409,intentional,7
Agent_0410,intentional,7
Agent_0411,intentional,7
Agent_0412,intentional,7
Agent_0413,intentional,7
Agent_0414,intentional,7
Agent_0415,intentional,7
Agent_0416,intentional,7
Agent_0417,intentional,7
Agent_0418,intentional,7
Agent_0419,intentional,7
Agent_0420,intentional,7
Agent_0421,intentional,7
Agent_0422,intentional,7
Agent_0423,intentional,7
Agent_0424,intentional,7
Agent_0425,intentional,7
Agent_0426,intentional,7
Agent_0427,intentional,7
Agent_0428,intentional,7
Agent_0429,intentional,7
Agent_0430,intentional,7
Agent_0431,intentional,7
Agent_0432,intentional,7
Agent_0433,intentional,7
Agent_0434,intentional,7
Agent_0435,intentional,7
Agent_0436,intentional,7
Agent_0437,intentional,7
Agent_0438,intentional,7
Agent_0439,intentional,7
Agent_0440,intentional,7
Agent_0441,intentional,7
Agent_0442,intentional,7
Agent_0443,intentional,7
Agent_0444,intentional,7
Agent_0445,intentional,7
Agent_0446,intentional,7
Agent_0447,intentional,7
Agent_0448,intentional,7
Agent_0449,intentional,7
Agent_0450,intentional,7
Agent_0451,intentional,7
Agent_0452,intentional,7
Agent_0453,intentional,7
Agent_0454,intentional,7
Agent_0455,intentional,7
Agent_0456,intentional,7
Agent_0457,intentional,7
Agent_0458,intentional,7
Agent_0459,intentional,7
Agent_0460,intentional,7
Agent_0461,intentional,7
Agent_0462,intentional,7
Agent_0463,intentional,7
Agent_0464,intentional,7
Agent_0465,intentional,7
Agent_0466,intentional,7
Agent_0467,intentional,7
Agent_0468,intentional,7
Agent_0469,intentional,7
Agent_0470,intentional,7
Agent_0471,intentional,7
Agent_0472,intentional,7
Agent_0473,intentional,7
Agent_0474,intentional,7
Agent_0475,intentional,7
Agent_0476,intentional,7
Agent_0477,intentional,7
Agent_0478,intentional,7
Agent_0479,intentional,7
Agent_0480,intentional,7
Agent_0481,intentional,7
Agent_0482,intentional,7
Agent_0483,intentional,7
Agent_0484,intentional,7
Agent_0485,intentional,7
Agent_0486,intentional,7
Agent_0487,intentional,7
Agent_0488,intentional,7
Agent_0489,intentional,7
Agent_0490,intentional,7
Agent_0491,intentional,7
Agent_0492,intentional,7
Agent_0493,intentional,7
Agent_0494,intentional,7
Agent_0495,intentional,7
Agent_0496,intentional,7
Agent_0497,intentional,7
Agent_0498,intentional,7
Agent_0499,intentional,7
Agent_0500,intentional,7
Agent_0501,unintentional,3
Agent_0502,unintentional,3
Agent_0503,unintentional,3
Agent_0504,unintentional,3
Agent_0505,unintentional,3
Agent_0506,unintentional,3
Agent_0507,unintentional,3
Agent_0508,unintentional,3
Agent_0509,unintentional,2
Agent_0510,unintentional,2
Agent_0511,unintentional,3
Agent_0512,unintentional,3
Agent_0513,unintentional,3
Agent_0514,unintentional,3
Agent_0515,unintentional,3
Agent_0516,unintentional,3
Agent_0517,unintentional,3
Agent_0518,unintentional,3
Agent_0519,unintentional,3
Agent_0520,unintentional,3
Agent_0521,unintentional,3
Agent_0522,unintentional,3
Agent_0523,unintentional,3
Agent_0524,unintentional,3
Agent_0525,unintentional,3
Agent_0526,unintentional,3
Agent_0527,unintentional,3
Agent_0528,unintentional,3
Agent_0529,unintentional,3
Agent_0530,unintentional,3
Agent_0531,unintentional,3
Agent_0532,unintentional,3
Agent_0533,unintentional,3
Agent_0534,unintentional,3
Agent_0535,unintentional,3
Agent_0536,unintentional,3
Agent_0537,unintentional,3
Agent_0538,unintentional,2
Agent_0539,unintentional,3
Agent_0540,unintentional,3
Agent_0541,unintentional,3
Agent_0542,unintentional,3
Agent_0543,unintentional,3
Agent_0544,unintentional,3
Agent_0545,unintentional,3
Agent_0546,unintentional,3
Agent_0547,unintentional,3
Agent_0548,unintentional,3
Agent_0549,unintentional,3
Agent_0550,unintentional,3
Agent_0551,unintentional,3
Agent_0552,unintentional,2
Agent_0553,unintentional,3
Agent_0554,unintentional,2
Agent_0555,unintentional,3
Agent_0556,unintentional,3
Agent_0557,unintentional,3
Agent_0558,unintentional,3
Agent_0559,unintentional,3
Agent_0560,unintentional,3
Agent_0561,unintentional,3
Agent_0562,unintentional,3
Agent_0563,unintentional,3
Agent_0564,unintentional,3
Agent_0565,unintentional,3
Agent_0566,unintentional,3
Agent_0567,unintentional,3
Agent_0568,unintentional,3
Agent_0569,unintentional,3
Agent_0570,unintentional,3
Agent_0571,unintentional,3
Agent_0572,unintentional,3
Agent_0573,unintentional,4
Agent_0574,unintentional,3
Agent_0575,unintentional,3
Agent_0576,unintentional,3
Agent_0577,unintentional,3
Agent_0578,unintentional,3
Agent_0579,unintentional,3
Agent_0580,unintentional,3
Agent_0581,unintentional,3
Agent_0582,unintentional,3
Agent_0583,unintentional,3
Agent_0584,unintentional,3
Agent_0585,unintentional,3
Agent_0586,unintentional,3
Agent_0587,unintentional,3
Agent_0588,unintentional,3
Agent_0589,unintentional,2
Agent_0590,unintentional,3
Agent_0591,unintentional,3
Agent_0592,unintentional,3
Agent_0593,unintentional,3
Agent_0594,unintentional,3
Agent_0595,unintentional,3
Agent_0596,unintentional,3
Agent_0597,unintentional,3
Agent_0598,unintentional,3
Agent_0599,unintentional,3
Agent_0600,unintentional,2
Agent_0601,unintentional,3
Agent_0602,unintentional,3
Agent_0603,unintentional,3
Agent_0604,unintentional,3
Agent_0605,unintentional,3
Agent_0606,unintentional,3
Agent_0607,unintentional,3
Agent_0608,unintentional,3
Agent_0609,unintentional,3
Agent_0610,unintentional,3
Agent_0611,unintentional,3
Agent_0612,unintentional,3
Agent_0613,unintentional,3
Agent_0614,unintentional,3
Agent_0615,unintentional,3
Agent_0616,unintentional,3
Agent_0617,unintentional,3
Agent_0618,unintentional,3
Agent_0619,unintentional,3
Agent_0620,unintentional,3
Agent_0621,unintentional,3
Agent_0622,unintentional,3
Agent_0623,unintentional,3
Agent_0624,unintentional,2
Agent_0625,unintentional,3
Agent_0626,unintentional,3
Agent_0627,unintentional,3
Agent_0628,unintentional,2
Agent_0629,unintentional,3
Agent_0630,unintentional,3
Agent_0631,unintentional,3
Agent_0632,unintentional,3
Agent_0633,unintentional,3
Agent_0634,unintentional,3
Agent_0635,unintentional,3
Agent_0636,unintentional,3
Agent_0637,unintentional,3
Agent_0638,unintentional,3
Agent_0639,unintentional,3
Agent_0640,unintentional,3
Agent_0641,unintentional,3
Agent_0642,unintentional,3
Agent_0643,unintentional,3
Agent_0644,unintentional,3
Agent_0645,unintentional,3
Agent_0646,unintentional,3
Agent_0647,unintentional,3
Agent_0648,unintentional,3
Agent_0649,unintentional,3
Agent_0650,unintentional,3
Agent_0651,unintentional,3
Agent_0652,unintentional,3
Agent_0653,unintentional,2
Agent_0654,unintentional,3
Agent_0655,unintentional,2
Agent_0656,unintentional,3
Agent_0657,unintentional,3
Agent_0658,unintentional,3
Agent_0659,unintentional,3
Agent_0660,unintentional,3
Agent_0661,unintentional,3
Agent_0662,unintentional,3
Agent_0663,unintentional,3
Agent_0664,unintentional,3
Agent_0665,unintentional,3
Agent_0666,unintentional,3
Agent_0667,unintentional,3
Agent_0668,unintentional,3
Agent_0669,unintentional,3
Agent_0670,unintentional,3
Agent_0671,unintentional,3
Agent_0672,unintentional,3
Agent_0673,unintentional,3
Agent_0674,unintentional,3
Agent_0675,unintentional,3
Agent_0676,unintentional,3
Agent_0677,unintentional,3
Agent_0678,unintentional,3
Agent_0679,unintentional,3
Agent_0680,unintentional,3
Agent_0681,unintentional,3
Agent_0682,unintentional,3
Agent_0683,unintentional,3
Agent_0684,unintentional,3
Agent_0685,unintentional,3
Agent_0686,unintentional,3
Agent_0687,unintentional,3
Agent_0688,unintentional,3
Agent_0689,unintentional,3
Agent_0690,unintentional,3
Agent_0691,unintentional,3
Agent_0692,unintentional,3
Agent_0693,unintentional,3
Agent_0694,unintentional,3
Agent_0695,unintentional,3
Agent_0696,unintentional,3
Agent_0697,unintentional,3
Agent_0698,unintentional,3
Agent_0699,unintentional,3
Agent_0700,unintentional,3
Agent_0701,unintentional,3
Agent_0702,unintentional,3
Agent_0703,unintentional,3
Agent_0704,unintentional,3
Agent_0705,unintentional,3
Agent_0706,unintentional,3
Agent_0707,unintentional,3
Agent_0708,unintentional,3
Agent_0709,unintentional,3
Agent_0710,unintentional,3
Agent_0711,unintentional,3
Agent_0712,unintentional,3
Agent_0713,unintentional,3
Agent_0714,unintentional,3
Agent_0715,unintentional,3
Agent_0716,unintentional,3
Agent_0717,unintentional,3
Agent_0718,unintentional,3
Agent_0719,unintentional,3
Agent_0720,unintentional,3
Agent_0721,unintentional,3
Agent_0722,unintentional,3
Agent_0723,unintentional,3
Agent_0724,unintentional,3
Agent_0725,unintentional,3
Agent_0726,unintentional,3
Agent_0727,unintentional,3
Agent_0728,unintentional,3
Agent_0729,unintentional,2
Agent_0730,unintentional,3
Agent_0731,unintentional,3
Agent_0732,unintentional,3
Agent_0733,unintentional,3
Agent_0734,unintentional,3
Agent_0735,unintentional,2
Agent_0736,unintentional,3
Agent_0737,unintentional,3
Agent_0738,unintentional,3
Agent_0739,unintentional,3
Agent_0740,unintentional,3
Agent_0741,unintentional,3
Agent_0742,unintentional,3
Agent_0743,unintentional,3
Agent_0744,unintentional,3
Agent_0745,unintentional,3
Agent_0746,unintentional,3
Agent_0747,unintentional,3
Agent_0748,unintentional,3
Agent_0749,unintentional,4
Agent_0750,unintentional,3
Agent_0751,unintentional,3
Agent_0752,unintentional,2
Agent_0753,unintentional,3
Agent_0754,unintentional,2
Agent_0755,unintentional,3
Agent_0756,unintentional,3
Agent_0757,unintentional,3
Agent_0758,unintentional,3
Agent_0759,unintentional,3
Agent_0760,unintentional,3
Agent_0761,unintentional,3
Agent_0762,unintentional,2
Agent_0763,unintentional,3
Agent_0764,unintentional,4
Agent_0765,unintentional,2
Agent_0766,unintentional,3
Agent_0767,unintentional,3
Agent_0768,unintentional,3
Agent_0769,unintentional,2
Agent_0770,unintentional,3
Agent_0771,unintentional,3
Agent_0772,unintentional,3
Agent_0773,unintentional,3
Agent_0774,unintentional,3
Agent_0775,unintentional,3
Agent_0776,unintentional,3
Agent_0777,unintentional,3
Agent_0778,unintentional,3
Agent_0779,unintentional,3
Agent_0780,unintentional,3
Agent_0781,unintentional,3
Agent_0782,unintentional,3
Agent_0783,unintentional,3
Agent_0784,unintentional,3
Agent_0785,unintentional,3
Agent_0786,unintentional,3
Agent_0787,unintentional,3
Agent_0788,unintentional,3
Agent_0789,unintentional,3
Agent_0790,unintentional,3
Agent_0791,unintentional,3
Agent_0792,unintentional,3
Agent_0793,unintentional,3
Agent_0794,unintentional,3
Agent_0795,unintentional,3
Agent_0796,unintentional,3
Agent_0797,unintentional,3
Agent_0798,unintentional,3
Agent_0799,unintentional,3
Agent_0800,unintentional,2
Agent_0801,unintentional,3
Agent_0802,unintentional,3
Agent_0803,unintentional,3
Agent_0804,unintentional,3
Agent_0805,unintentional,3
Agent_0806,unintentional,3
Agent_0807,unintentional,3
Agent_0808,unintentional,3
Agent_0809,unintentional,2
Agent_0810,unintentional,3
Agent_0811,unintentional,3
Agent_0812,unintentional,4
Agent_0813,unintentional,3
Agent_0814,unintentional,3
Agent_0815,unintentional,3
Agent_0816,unintentional,3
Agent_0817,unintentional,3
Agent_0818,unintentional,2
Agent_0819,unintentional,3
Agent_0820,unintentional,3
Agent_0821,unintentional,3
Agent_0822,unintentional,3
Agent_0823,unintentional,3
Agent_0824,unintentional,3
Agent_0825,unintentional,3
Agent_0826,unintentional,3
Agent_0827,unintentional,2
Agent_0828,unintentional,3
Agent_0829,unintentional,3
Agent_0830,unintentional,3
Agent_0831,unintentional,3
Agent_0832,unintentional,3
Agent_0833,unintentional,3
Agent_0834,unintentional,3
Agent_0835,unintentional,3
Agent_0836,unintentional,3
Agent_0837,unintentional,3
Agent_0838,unintentional,3
Agent_0839,unintentional,2
Agent_0840,unintentional,3
Agent_0841,unintentional,3
Agent_0842,unintentional,3
Agent_0843,unintentional,3
Agent_0844,unintentional,3
Agent_0845,unintentional,3
Agent_0846,unintentional,3
Agent_0847,unintentional,3
Agent_0848,unintentional,3
Agent_0849,unintentional,3
Agent_0850,unintentional,3
Agent_0851,unintentional,3
Agent_0852,unintentional,3
Agent_0853,unintentional,4
Agent_0854,unintentional,3
Agent_0855,unintentional,3
Agent_0856,unintentional,3
Agent_0857,unintentional,3
Agent_0858,unintentional,2
Agent_0859,unintentional,4
Agent_0860,unintentional,3
Agent_0861,unintentional,3
Agent_0862,unintentional,3
Agent_0863,unintentional,3
Agent_0864,unintentional,3
Agent_0865,unintentional,3
Agent_0866,unintentional,3
Agent_0867,unintentional,3
Agent_0868,unintentional,3
Agent_0869,unintentional,3
Agent_0870,unintentional,3
Agent_0871,unintentional,4
Agent_0872,unintentional,3
Agent_0873,unintentional,3
Agent_0874,unintentional,3
Agent_0875,unintentional,3
Agent_0876,unintentional,3
Agent_0877,unintentional,3
Agent_0878,unintentional,3
Agent_0879,unintentional,3
Agent_0880,unintentional,3
Agent_0881,unintentional,3
Agent_0882,unintentional,3
Agent_0883,unintentional,3
Agent_0884,unintentional,3
Agent_0885,unintentional,3
Agent_0886,unintentional,3
Agent_0887,unintentional,3
Agent_0888,unintentional,3
Agent_0889,unintentional,3
Agent_0890,unintentional,3
Agent_0891,unintentional,3
Agent_0892,unintentional,3
Agent_0893,unintentional,3
Agent_0894,unintentional,3
Agent_0895,unintentional,3
Agent_0896,unintentional,3
Agent_0897,unintentional,3
Agent_0898,unintentional,3
Agent_0899,unintentional,3
Agent_0900,unintentional,3
Agent_0901,unintentional,3
Agent_0902,unintentional,3
Agent_0903,unintentional,3
Agent_0904,unintentional,3
Agent_0905,unintentional,3
Agent_0906,unintentional,3
Agent_0907,unintentional,3
Agent_0908,unintentional,3
Agent_0909,unintentional,3
Agent_0910,unintentional,3
Agent_0911,unintentional,3
Agent_0912,unintentional,3
Agent_0913,unintentional,3
Agent_0914,unintentional,3
Agent_0915,unintentional,3
Agent_0916,unintentional,3
Agent_0917,unintentional,3
Agent_0918,unintentional,3
Agent_0919,unintentional,3
Agent_0920,unintentional,3
Agent_0921,unintentional,3
Agent_0922,unintentional,2
Agent_0923,unintentional,3
Agent_0924,unintentional,3
Agent_0925,unintentional,3
Agent_0926,unintentional,3
Agent_0927,unintentional,3
Agent_0928,unintentional,3
Agent_0929,unintentional,3
Agent_0930,unintentional,3
Agent_0931,unintentional,3
Agent_0932,unintentional,3
Agent_0933,unintentional,3
Agent_0934,unintentional,3
Agent_0935,unintentional,3
Agent_0936,unintentional,3
Agent_0937,unintentional,3
Agent_0938,unintentional,3
Agent_0939,unintentional,3
Agent_0940,unintentional,3
Agent_0941,unintentional,3
Agent_0942,unintentional,3
Agent_0943,unintentional,3
Agent_0944,unintentional,3
Agent_0945,unintentional,2
Agent_0946,unintentional,3
Agent_0947,unintentional,3
Agent_0948,unintentional,3
Agent_0949,unintentional,3
Agent_0950,unintentional,3
Agent_0951,unintentional,3
Agent_0952,unintentional,3
Agent_0953,unintentional,3
Agent_0954,unintentional,3
Agent_0955,unintentional,3
Agent_0956,unintentional,3
Agent_0957,unintentional,3
Agent_0958,unintentional,3
Agent_0959,unintentional,3
Agent_0960,unintentional,3
Agent_0961,unintentional,3
Agent_0962,unintentional,3
Agent_0963,unintentional,3
Agent_0964,unintentional,3
Agent_0965,unintentional,3
Agent_0966,unintentional,3
Agent_0967,unintentional,3
Agent_0968,unintentional,3
Agent_0969,unintentional,3
Agent_0970,unintentional,3
Agent_0971,unintentional,2
Agent_0972,unintentional,3
Agent_0973,unintentional,3
Agent_0974,unintentional,3
Agent_0975,unintentional,3
Agent_0976,unintentional,3
Agent_0977,unintentional,3
Agent_0978,unintentional,3
Agent_0979,unintentional,3
Agent_0980,unintentional,3
Agent_0981,unintentional,3
Agent_0982,unintentional,3
Agent_0983,unintentional,3
Agent_0984,unintentional,3
Agent_0985,unintentional,3
Agent_0986,unintentional,3
Agent_0987,unintentional,3
Agent_0988,unintentional,3
Agent_0989,unintentional,3
Agent_0990,unintentional,3
Agent_0991,unintentional,3
Agent_0992,unintentional,2
Agent_0993,unintentional,3
Agent_0994,unintentional,3
Agent_0995,unintentional,3
Agent_0996,unintentional,3
Agent_0997,unintentional,3
Agent_0998,unintentional,3
Agent_0999,unintentional,3
Agent_1000,unintentional,3
